Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Exception
24	Spectrogram 1	2	216.104000	216.160000	4000.000000	18000.000000	8000.000000	Twitter	6.588378	-31.729030	0
25	Spectrogram 1	2	294.500000	294.562000	4000.000000	18000.000000	8000.000000	Trillphee	4.889991	-33.151738	1
26	Spectrogram 1	2	295.202000	295.252000	4000.000000	18000.000000	8000.000000	Phee	7.769379	-29.208915	0
27	Spectrogram 1	2	300.348000	300.440000	4000.000000	18000.000000	8000.000000	Trill	9.591070	-35.238758	0
28	Spectrogram 1	2	300.492000	300.638000	4000.000000	18000.000000	8000.000000	Trill	9.690139	-35.708437	0
29	Spectrogram 1	2	310.974000	311.408000	4000.000000	18000.000000	8000.000000	Trill	11.410490	-33.972150	0
30	Spectrogram 1	2	325.218000	325.574000	4000.000000	18000.000000	8000.000000	Trill	12.599682	-31.941671	0
31	Spectrogram 1	2	325.788000	326.576000	4000.000000	18000.000000	8000.000000	Phee	8.604054	-24.382350	0
32	Spectrogram 1	2	326.604000	326.690000	4000.000000	18000.000000	8000.000000	Phee	8.937260	-31.022771	0
33	Spectrogram 1	2	340.650000	340.814000	4000.000000	18000.000000	8000.000000	Trill	7.188715	-33.514928	0
34	Spectrogram 1	2	341.082000	342.032000	4000.000000	18000.000000	8000.000000	Phee	4.122979	-27.945619	1
35	Spectrogram 1	2	350.286000	350.450000	4000.000000	18000.000000	8000.000000	Trill	14.129086	-32.405918	0
36	Spectrogram 1	2	354.702000	354.896000	4000.000000	18000.000000	8000.000000	Trill	9.904172	-32.856205	0
37	Spectrogram 1	2	446.080000	446.304000	4000.000000	18000.000000	8000.000000	Trill	8.935813	-35.361971	0
38	Spectrogram 1	2	476.374000	476.586000	4000.000000	18000.000000	8000.000000	Trill	12.706344	-32.481172	0
39	Spectrogram 1	2	497.272000	497.730000	4000.000000	18000.000000	8000.000000	Trill	11.852401	-34.198722	0
40	Spectrogram 1	2	498.616000	498.690000	4000.000000	18000.000000	8000.000000	Twitter	4.166610	-27.056189	1
41	Spectrogram 1	2	498.748000	498.816000	4000.000000	18000.000000	8000.000000	Twitter	5.012367	-26.155645	0
42	Spectrogram 1	2	498.874000	498.948000	4000.000000	18000.000000	8000.000000	Twitter	5.353175	-26.233531	0
43	Spectrogram 1	2	498.982000	499.074000	4000.000000	18000.000000	8000.000000	Twitter	5.768325	-26.620299	0
44	Spectrogram 1	2	499.102000	499.194000	4000.000000	18000.000000	8000.000000	Twitter	6.284196	-27.890678	0
45	Spectrogram 1	2	499.234000	499.302000	4000.000000	18000.000000	8000.000000	Trill	7.015485	-32.674238	0
46	Spectrogram 1	2	598.736000	599.020000	4000.000000	18000.000000	8000.000000	Trill	12.015438	-31.490813	0
47	Spectrogram 1	2	629.298000	629.348000	4000.000000	18000.000000	8000.000000	Trill	11.142028	-36.773566	0
48	Spectrogram 1	2	632.880000	633.038000	4000.000000	18000.000000	8000.000000	Trill	5.538105	-35.039504	0
49	Spectrogram 1	2	633.162000	633.350000	4000.000000	18000.000000	8000.000000	Phee	13.754546	-32.876212	0
50	Spectrogram 1	2	633.426000	633.650000	4000.000000	18000.000000	8000.000000	Trill	10.227520	-35.021754	0
51	Spectrogram 1	2	640.098000	640.292000	4000.000000	18000.000000	8000.000000	Trill	8.026669	-35.799439	0
52	Spectrogram 1	2	648.096000	648.272000	4000.000000	18000.000000	8000.000000	Trill	18.069409	-29.906499	0
53	Spectrogram 1	2	651.390000	651.458000	4000.000000	18000.000000	8000.000000	Trill	4.778721	-35.736849	1
54	Spectrogram 1	2	659.622000	660.554000	4000.000000	18000.000000	8000.000000	Phee	5.329708	-28.327314	0
55	Spectrogram 1	2	688.668000	688.928000	4000.000000	18000.000000	8000.000000	Trill	10.034956	-29.241129	0
56	Spectrogram 1	2	689.946000	690.026000	4000.000000	18000.000000	8000.000000	Trill	11.576553	-34.541188	0
57	Spectrogram 1	2	713.266000	713.508000	4000.000000	18000.000000	8000.000000	Trill	12.672329	-31.984842	0
58	Spectrogram 1	2	736.132000	736.350000	4000.000000	18000.000000	8000.000000	Trill	5.461380	-35.475163	0
59	Spectrogram 1	2	738.100000	738.168000	4000.000000	18000.000000	8000.000000	Twitter	4.001498	-26.777494	1
60	Spectrogram 1	2	847.802000	848.074000	4000.000000	18000.000000	8000.000000	Trill	9.797124	-34.159088	0
61	Spectrogram 1	2	850.430000	850.654000	4000.000000	18000.000000	8000.000000	Trill	14.457442	-34.088216	0
62	Spectrogram 1	2	861.554000	861.808000	4000.000000	18000.000000	8000.000000	Trill	15.924404	-32.734179	0
63	Spectrogram 1	2	869.804000	870.034000	4000.000000	18000.000000	8000.000000	Trill	15.018060	-34.416487	0
64	Spectrogram 1	2	883.190000	883.258000	4000.000000	18000.000000	8000.000000	Twitter	4.919768	-24.904325	1
65	Spectrogram 1	2	883.334000	883.402000	4000.000000	18000.000000	8000.000000	Twitter	5.509114	-25.179475	0
66	Spectrogram 1	2	883.454000	883.522000	4000.000000	18000.000000	8000.000000	Twitter	6.104478	-23.899794	0
67	Spectrogram 1	2	883.580000	883.660000	4000.000000	18000.000000	8000.000000	Twitter	5.926308	-24.912120	0
68	Spectrogram 1	2	883.706000	883.792000	4000.000000	18000.000000	8000.000000	Twitter	5.919347	-24.919481	0
69	Spectrogram 1	2	883.838000	884.092000	4000.000000	18000.000000	8000.000000	Twitter	5.975998	-27.508756	0
70	Spectrogram 1	2	884.096000	884.182000	4000.000000	18000.000000	8000.000000	Twitter	6.143415	-30.697541	0
71	Spectrogram 1	2	933.108000	933.308000	4000.000000	18000.000000	8000.000000	Trill	14.244924	-31.246868	0
72	Spectrogram 1	2	943.290000	943.610000	4000.000000	18000.000000	8000.000000	Trill	13.058818	-31.786014	0
73	Spectrogram 1	2	948.810000	948.896000	4000.000000	18000.000000	8000.000000	Twitter	5.130492	-24.729761	0
74	Spectrogram 1	2	948.930000	949.028000	4000.000000	18000.000000	8000.000000	Twitter	5.916607	-25.156567	0
75	Spectrogram 1	2	949.068000	949.154000	4000.000000	18000.000000	8000.000000	Twitter	6.285443	-24.326756	0
76	Spectrogram 1	2	949.194000	949.298000	4000.000000	18000.000000	8000.000000	Twitter	6.302105	-25.056358	0
77	Spectrogram 1	2	949.326000	949.430000	4000.000000	18000.000000	8000.000000	Twitter	6.417461	-25.446207	0
78	Spectrogram 1	2	949.434000	949.562000	4000.000000	18000.000000	8000.000000	Twitter	6.355011	-26.570274	0
79	Spectrogram 1	2	949.560000	949.688000	4000.000000	18000.000000	8000.000000	Twitter	7.897607	-27.675512	0
80	Spectrogram 1	2	949.746000	949.802000	4000.000000	18000.000000	8000.000000	Twitter	14.960576	-31.584326	0
81	Spectrogram 1	2	1004.104000	1004.454000	4000.000000	18000.000000	8000.000000	Trill	10.354830	-33.066862	0
82	Spectrogram 1	2	1005.352000	1005.414000	4000.000000	18000.000000	8000.000000	Twitter	4.685268	-24.298515	1
83	Spectrogram 1	2	1005.430000	1005.444000	4000.000000	18000.000000	8000.000000	Phee	6.032008	-36.036068	2
84	Spectrogram 1	2	1005.484000	1005.540000	4000.000000	18000.000000	8000.000000	Twitter	6.791121	-23.165092	0
85	Spectrogram 1	2	1005.610000	1005.678000	4000.000000	18000.000000	8000.000000	Twitter	6.631673	-24.233098	0
86	Spectrogram 1	2	1005.706000	1005.720000	4000.000000	18000.000000	8000.000000	Twitter	5.157889	-36.471923	2
87	Spectrogram 1	2	1005.730000	1005.804000	4000.000000	18000.000000	8000.000000	Twitter	7.021064	-24.987567	0
88	Spectrogram 1	2	1005.802000	1005.846000	4000.000000	18000.000000	8000.000000	Phee	3.856833	-34.536099	1
89	Spectrogram 1	2	1005.856000	1005.954000	4000.000000	18000.000000	8000.000000	Twitter	8.865663	-27.501901	0
90	Spectrogram 1	2	1006.006000	1006.068000	4000.000000	18000.000000	8000.000000	Trill	7.958488	-33.938437	0
91	Spectrogram 1	2	1009.120000	1009.380000	4000.000000	18000.000000	8000.000000	Trill	13.430025	-34.406669	0
92	Spectrogram 1	2	1014.382000	1014.672000	4000.000000	18000.000000	8000.000000	Trill	13.811163	-34.347137	0
93	Spectrogram 1	2	1024.696000	1024.890000	4000.000000	18000.000000	8000.000000	Trill	12.885964	-31.636657	0
94	Spectrogram 1	2	1027.600000	1027.908000	4000.000000	18000.000000	8000.000000	Trill	12.696745	-34.298549	0
95	Spectrogram 1	2	1041.706000	1041.996000	4000.000000	18000.000000	8000.000000	Trill	12.948320	-33.182742	0
96	Spectrogram 1	2	1042.306000	1042.512000	4000.000000	18000.000000	8000.000000	Trillphee	6.289844	-35.506188	0
97	Spectrogram 1	2	1042.606000	1042.812000	4000.000000	18000.000000	8000.000000	Phee	9.291750	-28.102943	0
98	Spectrogram 1	2	1050.142000	1050.462000	4000.000000	18000.000000	8000.000000	Trill	12.520467	-32.794769	0
99	Spectrogram 1	2	1076.848000	1077.078000	4000.000000	18000.000000	8000.000000	Trill	16.452354	-29.481972	0
100	Spectrogram 1	2	1085.560000	1085.676000	4000.000000	18000.000000	8000.000000	Trill	15.166977	-30.387665	0
101	Spectrogram 1	2	1088.056000	1088.262000	4000.000000	18000.000000	8000.000000	Trill	7.364724	-28.162418	0
102	Spectrogram 1	2	1088.338000	1088.652000	4000.000000	18000.000000	8000.000000	Phee	11.192677	-23.920514	0
103	Spectrogram 1	2	1088.692000	1088.880000	4000.000000	18000.000000	8000.000000	Phee	11.008399	-20.477417	0
104	Spectrogram 1	2	1088.968000	1089.060000	4000.000000	18000.000000	8000.000000	Phee	12.864828	-22.847553	0
105	Spectrogram 1	2	1108.292000	1108.426000	4000.000000	18000.000000	8000.000000	Trill	8.991158	-35.651449	0
106	Spectrogram 1	2	1112.096000	1112.704000	4000.000000	18000.000000	8000.000000	Phee	10.405847	-29.441793	0
107	Spectrogram 1	2	1120.334000	1120.396000	4000.000000	18000.000000	8000.000000	Trill	8.279870	-35.719947	0
108	Spectrogram 1	2	1122.080000	1122.130000	4000.000000	18000.000000	8000.000000	Trill	5.336301	-33.961835	0
109	Spectrogram 1	2	1122.170000	1122.214000	4000.000000	18000.000000	8000.000000	Trill	7.566483	-36.771658	0
110	Spectrogram 1	2	1126.082000	1126.132000	4000.000000	18000.000000	8000.000000	Twitter	9.746208	-30.581465	0
111	Spectrogram 1	2	1126.202000	1126.264000	4000.000000	18000.000000	8000.000000	Twitter	6.136721	-28.070006	0
112	Spectrogram 1	2	1126.322000	1126.378000	4000.000000	18000.000000	8000.000000	Twitter	7.867350	-24.766978	0
113	Spectrogram 1	2	1126.442000	1126.498000	4000.000000	18000.000000	8000.000000	Twitter	7.741940	-26.814035	0
114	Spectrogram 1	2	1126.562000	1126.624000	4000.000000	18000.000000	8000.000000	Twitter	8.219632	-25.007782	0
115	Spectrogram 1	2	1126.688000	1126.738000	4000.000000	18000.000000	8000.000000	Twitter	12.792174	-23.634111	0
116	Spectrogram 1	2	1126.808000	1126.846000	4000.000000	18000.000000	8000.000000	Twitter	16.714696	-28.737445	0
117	Spectrogram 1	2	1129.934000	1130.194000	4000.000000	18000.000000	8000.000000	Trill	14.110060	-36.135032	0
118	Spectrogram 1	2	1168.202000	1168.324000	4000.000000	18000.000000	8000.000000	Trill	14.404099	-31.982469	0
119	Spectrogram 1	2	1175.306000	1175.578000	4000.000000	18000.000000	8000.000000	Trill	11.514335	-31.902029	0
120	Spectrogram 1	2	1179.092000	1179.388000	4000.000000	18000.000000	8000.000000	Trill	12.899397	-32.348886	0
121	Spectrogram 1	2	1190.534000	1191.658000	4000.000000	18000.000000	8000.000000	Phee	13.216328	-26.929388	0
122	Spectrogram 1	2	1191.710000	1191.742000	4000.000000	18000.000000	8000.000000	Phee	14.176708	-30.733845	0
123	Spectrogram 1	2	1197.284000	1197.514000	4000.000000	18000.000000	8000.000000	Trill	10.758302	-35.633139	0
124	Spectrogram 1	2	1212.120000	1212.368000	4000.000000	18000.000000	8000.000000	Trill	12.186054	-32.452251	0
125	Spectrogram 1	2	1214.808000	1215.038000	4000.000000	18000.000000	8000.000000	Trill	6.764312	-35.885658	0
126	Spectrogram 1	2	1215.666000	1215.710000	4000.000000	18000.000000	8000.000000	Trillphee	15.971402	-34.377655	0
127	Spectrogram 1	2	1215.810000	1215.842000	4000.000000	18000.000000	8000.000000	Phee	12.884015	-35.752042	0
128	Spectrogram 1	2	1234.416000	1234.676000	4000.000000	18000.000000	8000.000000	Trill	4.887464	-34.441486	1
129	Spectrogram 1	2	1235.670000	1235.720000	4000.000000	18000.000000	8000.000000	Phee	5.309282	-30.245530	0
130	Spectrogram 1	2	1241.226000	1241.426000	4000.000000	18000.000000	8000.000000	Trill	6.659973	-33.463856	0
131	Spectrogram 1	2	1241.634000	1241.894000	4000.000000	18000.000000	8000.000000	Phee	6.214620	-27.010294	0
132	Spectrogram 1	2	1242.420000	1242.500000	4000.000000	18000.000000	8000.000000	Phee	7.090120	-27.648521	0
133	Spectrogram 1	2	1258.686000	1258.856000	4000.000000	18000.000000	8000.000000	Trill	10.474217	-34.100521	0
134	Spectrogram 1	2	1261.374000	1261.460000	4000.000000	18000.000000	8000.000000	Trill	9.750180	-33.318715	0
135	Spectrogram 1	2	1265.646000	1265.846000	4000.000000	18000.000000	8000.000000	Trill	13.419488	-26.907857	0
136	Spectrogram 1	2	1265.904000	1266.134000	4000.000000	18000.000000	8000.000000	Phee	14.601574	-23.837922	0
137	Spectrogram 1	2	1266.198000	1266.494000	4000.000000	18000.000000	8000.000000	Phee	12.710681	-25.892927	0
138	Spectrogram 1	2	1271.244000	1271.474000	4000.000000	18000.000000	8000.000000	Trill	17.926770	-25.335561	0
139	Spectrogram 1	2	1273.842000	1274.114000	4000.000000	18000.000000	8000.000000	Trill	16.821600	-31.437201	0
140	Spectrogram 1	2	1275.618000	1275.794000	4000.000000	18000.000000	8000.000000	Trillphee	13.979287	-26.205704	0
141	Spectrogram 1	2	1275.888000	1276.022000	4000.000000	18000.000000	8000.000000	Phee	15.130194	-28.270955	0
142	Spectrogram 1	2	1276.092000	1276.262000	4000.000000	18000.000000	8000.000000	Phee	13.810237	-31.064411	0
143	Spectrogram 1	2	1276.296000	1276.562000	4000.000000	18000.000000	8000.000000	Phee	11.991228	-23.322464	0
144	Spectrogram 1	2	1276.620000	1276.718000	4000.000000	18000.000000	8000.000000	Trillphee	4.545468	-29.321869	1
145	Spectrogram 1	2	1280.808000	1280.912000	4000.000000	18000.000000	8000.000000	Trill	10.091477	-31.096394	0
146	Spectrogram 1	2	1285.500000	1285.676000	4000.000000	18000.000000	8000.000000	Trill	7.664851	-33.365000	0
147	Spectrogram 1	2	1296.294000	1296.596000	4000.000000	18000.000000	8000.000000	Trill	15.246287	-29.541596	0
148	Spectrogram 1	2	1298.694000	1298.876000	4000.000000	18000.000000	8000.000000	Phee	9.324058	-33.297637	0
149	Spectrogram 1	2	1299.198000	1299.950000	4000.000000	18000.000000	8000.000000	Phee	13.924331	-19.183650	0
150	Spectrogram 1	2	1303.852000	1303.920000	4000.000000	18000.000000	8000.000000	Twitter	7.032467	-24.453889	0
151	Spectrogram 1	2	1303.996000	1304.088000	4000.000000	18000.000000	8000.000000	Twitter	7.608801	-23.917274	0
152	Spectrogram 1	2	1304.146000	1304.238000	4000.000000	18000.000000	8000.000000	Twitter	7.487753	-24.539749	0
153	Spectrogram 1	2	1304.272000	1304.370000	4000.000000	18000.000000	8000.000000	Twitter	7.237518	-24.373833	0
154	Spectrogram 1	2	1304.416000	1304.502000	4000.000000	18000.000000	8000.000000	Twitter	7.575604	-24.507385	0
155	Spectrogram 1	2	1304.524000	1304.622000	4000.000000	18000.000000	8000.000000	Twitter	7.982454	-25.560076	0
156	Spectrogram 1	2	1304.662000	1304.748000	4000.000000	18000.000000	8000.000000	Twitter	9.478367	-25.020427	0
157	Spectrogram 1	2	1304.788000	1304.892000	4000.000000	18000.000000	8000.000000	Twitter	9.592732	-26.824791	0
158	Spectrogram 1	2	1304.920000	1305.000000	4000.000000	18000.000000	8000.000000	Twitter	15.891497	-24.855539	0
159	Spectrogram 1	2	1326.760000	1327.074000	4000.000000	18000.000000	8000.000000	Trill	13.094229	-32.676828	0
160	Spectrogram 1	2	1360.354000	1360.536000	4000.000000	18000.000000	8000.000000	Trill	10.196012	-29.479659	0
161	Spectrogram 1	2	1361.902000	1362.192000	4000.000000	18000.000000	8000.000000	Trill	11.048428	-29.455333	0
162	Spectrogram 1	2	1362.400000	1363.602000	4000.000000	18000.000000	8000.000000	Phee	13.833714	-17.868778	0
163	Spectrogram 1	2	1368.994000	1369.200000	4000.000000	18000.000000	8000.000000	Trill	10.755599	-36.428339	0
164	Spectrogram 1	2	1379.824000	1379.958000	4000.000000	18000.000000	8000.000000	Trill	9.068051	-34.440643	0
165	Spectrogram 1	2	1379.992000	1380.060000	4000.000000	18000.000000	8000.000000	Trill	14.910756	-35.733087	0
166	Spectrogram 1	2	1385.824000	1386.138000	4000.000000	18000.000000	8000.000000	Trill	8.615884	-30.057615	0
167	Spectrogram 1	2	1386.160000	1386.930000	4000.000000	18000.000000	8000.000000	Phee	14.410119	-27.472889	0
168	Spectrogram 1	2	1393.132000	1393.164000	4000.000000	18000.000000	8000.000000	Trill	12.729326	-36.464101	0
169	Spectrogram 1	2	1393.792000	1393.980000	4000.000000	18000.000000	8000.000000	Trill	12.432597	-33.062419	0
170	Spectrogram 1	2	1394.626000	1394.670000	4000.000000	18000.000000	8000.000000	Twitter	7.045777	-27.517585	0
171	Spectrogram 1	2	1394.764000	1394.802000	4000.000000	18000.000000	8000.000000	Twitter	8.138767	-28.096213	0
172	Spectrogram 1	2	1394.902000	1394.934000	4000.000000	18000.000000	8000.000000	Twitter	14.712564	-35.507357	0
173	Spectrogram 1	2	1395.052000	1395.090000	4000.000000	18000.000000	8000.000000	Trill	18.148203	-33.338586	0
174	Spectrogram 1	2	1400.270000	1400.542000	4000.000000	18000.000000	8000.000000	Trill	16.952539	-26.954468	0
175	Spectrogram 1	2	1404.662000	1404.922000	4000.000000	18000.000000	8000.000000	Trill	16.157634	-30.008688	0
176	Spectrogram 1	2	1408.430000	1408.630000	4000.000000	18000.000000	8000.000000	Trill	11.685270	-28.385881	0
177	Spectrogram 1	2	1414.394000	1414.924000	4000.000000	18000.000000	8000.000000	Trill	6.248981	-34.595596	0
178	Spectrogram 1	2	1422.974000	1423.048000	4000.000000	18000.000000	8000.000000	Trill	14.203385	-34.942095	0
179	Spectrogram 1	2	1424.432000	1424.494000	4000.000000	18000.000000	8000.000000	Twitter	13.506287	-22.150940	0
180	Spectrogram 1	2	1424.570000	1424.638000	4000.000000	18000.000000	8000.000000	Twitter	7.859512	-24.049731	0
181	Spectrogram 1	2	1424.702000	1424.776000	4000.000000	18000.000000	8000.000000	Twitter	7.995365	-26.162263	0
182	Spectrogram 1	2	1424.828000	1424.896000	4000.000000	18000.000000	8000.000000	Twitter	8.390868	-25.856656	0
183	Spectrogram 1	2	1424.930000	1425.010000	4000.000000	18000.000000	8000.000000	Twitter	11.378795	-24.505483	0
184	Spectrogram 1	2	1425.014000	1425.028000	4000.000000	18000.000000	8000.000000	Twitter	8.598647	-36.050392	2
185	Spectrogram 1	2	1425.062000	1425.130000	4000.000000	18000.000000	8000.000000	Twitter	10.450729	-23.414426	0
186	Spectrogram 1	2	1425.194000	1425.268000	4000.000000	18000.000000	8000.000000	Twitter	12.166171	-25.072698	0
187	Spectrogram 1	2	1425.326000	1425.382000	4000.000000	18000.000000	8000.000000	Twitter	12.154373	-26.177146	0
188	Spectrogram 1	2	1426.916000	1427.140000	4000.000000	18000.000000	8000.000000	Trill	11.521662	-33.640392	0
189	Spectrogram 1	2	1440.044000	1440.400000	4000.000000	18000.000000	8000.000000	Trill	13.596837	-32.366649	0
190	Spectrogram 1	2	1469.876000	1470.244000	4000.000000	18000.000000	8000.000000	Trill	8.795121	-32.131643	0
191	Spectrogram 1	2	1471.328000	1471.564000	4000.000000	18000.000000	8000.000000	Trill	11.014815	-34.338716	0
192	Spectrogram 1	2	1486.268000	1486.510000	4000.000000	18000.000000	8000.000000	Trill	5.264004	-32.406460	0
193	Spectrogram 1	2	1486.628000	1486.702000	4000.000000	18000.000000	8000.000000	Twitter	4.689430	-27.880293	1
194	Spectrogram 1	2	1486.760000	1486.834000	4000.000000	18000.000000	8000.000000	Twitter	3.833856	-27.234781	1
195	Spectrogram 1	2	1486.886000	1486.972000	4000.000000	18000.000000	8000.000000	Twitter	3.815945	-27.188675	1
196	Spectrogram 1	2	1487.018000	1487.104000	4000.000000	18000.000000	8000.000000	Twitter	4.003610	-27.448840	1
197	Spectrogram 1	2	1487.138000	1487.224000	4000.000000	18000.000000	8000.000000	Twitter	4.251750	-27.053041	1
198	Spectrogram 1	2	1487.258000	1487.338000	4000.000000	18000.000000	8000.000000	Twitter	5.050850	-27.364450	0
199	Spectrogram 1	2	1487.432000	1487.464000	4000.000000	18000.000000	8000.000000	Trill	6.884957	-34.514434	0
200	Spectrogram 1	2	1593.360000	1593.662000	4000.000000	18000.000000	8000.000000	Trill	14.134508	-33.709652	0
201	Spectrogram 1	2	1599.114000	1599.332000	4000.000000	18000.000000	8000.000000	Trill	15.661370	-32.337015	0
202	Spectrogram 1	2	1603.336000	1603.536000	4000.000000	18000.000000	8000.000000	Trill	13.730706	-34.822611	0
203	Spectrogram 1	2	1629.184000	1629.432000	4000.000000	18000.000000	8000.000000	Trill	13.212525	-31.729700	0
204	Spectrogram 1	2	1641.370000	1641.672000	4000.000000	18000.000000	8000.000000	Trill	14.671412	-33.428014	0
205	Spectrogram 1	2	1641.754000	1641.804000	4000.000000	18000.000000	8000.000000	Phee	13.180307	-33.894524	0
206	Spectrogram 1	2	1641.946000	1642.686000	4000.000000	18000.000000	8000.000000	Phee	16.731200	-18.937001	0
207	Spectrogram 1	2	1670.806000	1671.012000	4000.000000	18000.000000	8000.000000	Trill	14.497126	-32.024426	0
208	Spectrogram 1	2	1721.066000	1721.218000	4000.000000	18000.000000	8000.000000	Trill	6.928785	-35.275756	0
209	Spectrogram 1	2	1726.682000	1726.864000	4000.000000	18000.000000	8000.000000	Trill	14.665613	-31.737350	0
210	Spectrogram 1	2	1736.294000	1736.488000	4000.000000	18000.000000	8000.000000	Trill	4.337433	-26.705006	1
211	Spectrogram 1	2	1736.570000	1736.650000	4000.000000	18000.000000	8000.000000	Twitter	4.247370	-26.894150	1
212	Spectrogram 1	2	1736.708000	1736.782000	4000.000000	18000.000000	8000.000000	Twitter	5.155447	-25.777215	0
213	Spectrogram 1	2	1736.834000	1736.908000	4000.000000	18000.000000	8000.000000	Twitter	5.085560	-25.829695	0
214	Spectrogram 1	2	1736.918000	1736.944000	4000.000000	18000.000000	8000.000000	Phee	4.329423	-37.705291	1
215	Spectrogram 1	2	1736.948000	1737.040000	4000.000000	18000.000000	8000.000000	Twitter	5.458090	-26.349571	0
216	Spectrogram 1	2	1737.044000	1737.070000	4000.000000	18000.000000	8000.000000	Phee	3.907396	-37.314524	1
217	Spectrogram 1	2	1737.074000	1737.154000	4000.000000	18000.000000	8000.000000	Twitter	6.017463	-25.797448	0
218	Spectrogram 1	2	1737.176000	1737.280000	4000.000000	18000.000000	8000.000000	Twitter	7.327709	-30.604526	0
219	Spectrogram 1	2	1746.344000	1746.556000	4000.000000	18000.000000	8000.000000	Trill	11.316373	-34.997041	0
220	Spectrogram 1	2	1769.156000	1769.434000	4000.000000	18000.000000	8000.000000	Trill	13.414398	-32.656697	0
221	Spectrogram 1	2	1771.562000	1771.636000	4000.000000	18000.000000	8000.000000	Trill	11.385563	-35.537463	0
222	Spectrogram 1	2	1775.732000	1775.800000	4000.000000	18000.000000	8000.000000	Twitter	5.091101	-24.837396	0
223	Spectrogram 1	2	1775.852000	1775.932000	4000.000000	18000.000000	8000.000000	Twitter	5.885266	-24.469570	0
224	Spectrogram 1	2	1775.984000	1776.076000	4000.000000	18000.000000	8000.000000	Twitter	5.275668	-25.453217	0
225	Spectrogram 1	2	1776.116000	1776.196000	4000.000000	18000.000000	8000.000000	Twitter	5.942029	-24.325912	0
226	Spectrogram 1	2	1776.236000	1776.334000	4000.000000	18000.000000	8000.000000	Twitter	5.716777	-26.153252	0
227	Spectrogram 1	2	1776.362000	1776.472000	4000.000000	18000.000000	8000.000000	Twitter	6.124669	-26.660224	0
228	Spectrogram 1	2	1776.500000	1776.586000	4000.000000	18000.000000	8000.000000	Twitter	9.780631	-28.381924	0
229	Spectrogram 1	2	1827.222000	1827.506000	4000.000000	18000.000000	8000.000000	Trill	15.237255	-30.036210	0
230	Spectrogram 1	2	1830.654000	1830.722000	4000.000000	18000.000000	8000.000000	Trill	14.081614	-34.685934	0
231	Spectrogram 1	2	1858.554000	1858.592000	4000.000000	18000.000000	8000.000000	Trill	13.871692	-36.366907	0
